,tweet_id,text,query,user_id,follower_count,user_tweet_count,likes,retweets,user_location,date
34234,1346877895529136139,a time for choosing a test for our souls marxism has arrived covid19 ripdream lockdown marxism trumptapes trump2020tosaveamerica download our app to read more at,lockdown,3238963361,198,4915,0,1,,2021-01-06
34388,1346877770245103618,well this stops trump from running to scotland country is in lockdown boot trump youre not wanted here good move scotland,lockdown,505116245,7421,242119,0,1,,2021-01-06
34390,1346877768370413571,trump you are a narcissistic psychopath you are a danger to others you need a psychological evaluation amp be put in a lockdown facility for treatment amp rehab in humanity the truth amp common sense not that i believe that you can be anything other than a disgrace,lockdown,4073918178,7,160,0,0,,2021-01-06
35092,1346877182841212934,i was looking for the pop culture portion of your twitter account but i could only find your obsession with trump and your trying to tell people how to live their lives get over dude people are sick of this lockdown nonsense,lockdown,387381845,37,5053,0,0,,2021-01-06
35582,1346876760034578432,why is trump desperate to remain president he faces criminal charges from the state of new york and was planning to flee to scotland to avoid arrest sounds crazy ask his former personal attorney michael cohen scotland trump is not welcome,lockdown,14383128,4268,59518,0,2,NY,2021-01-06
35743,1346876616459362306,during the last lockdown i got really in to that tv show called america it helped me escape the realities of our own terrible uk gov amp now im totally hooked on the show again trumpisalaughingstock trump trumpisacompletefailure trumpisacriminal,lockdown,103923180,42,623,0,0,,2021-01-06
35853,1346876542329053184,watch scotlands leader responds to rumor of president trumps inauguration day golf plans during uk lockdown travel restrictions coming to play golf is not what i would consider to be an essential purpose,lockdown,1072940611,2038,125731,0,117,NM,2021-01-06
35998,1346876419985600520,scottish pm nicola sturgeon says no admission for trump into scotland before the biden inauguration due to lockdown prior reports indicated airports near trumps scottish golf resort were preparing for arrival of us military aircraft on january 19,lockdown,1137872047693094914,5241,45003,0,190,,2021-01-06
36608,1346875942317170688,trump maga covid19 lockdown coronavirus washingtondc geogia dc right now,lockdown,846899802415673346,81,4255,1,0,USA,2021-01-06
36668,1346875895710040064,this is for walking on us today trump supporters and members of the proud boys turned against police officers in salem or after they were told to disperse at an antilockdown rally,lockdown,367549229,221,31650,0,439,,2021-01-06
36749,1346875823928709120,scotlands first minister says trump not allowed in the country to play golf during coronavirus lockdown,lockdown,784840883615195137,11,5160,0,187,,2021-01-06
37323,1346875374022569984,indeed trumpism facisim zionism ignorance longer lockdown,lockdown,1291718193812209664,1,112,0,0,,2021-01-06
38065,1346874797637193728,why do people think that any sitting president would have been ready to handle covid everyone underestimated its severity biden has yet to take office and besides you should wear masks isnt changing anything that trump did wake me when he issues lockdown orders,lockdown,774202201,169,22596,0,0,NY,2021-01-06
38518,1346806971727454216,god bless president trump and his family for all you have done for usa military upgrade economy upstocks up business back to america which brought jobs riots started to ring media ratings up more riotskilling racism back media upgrades the fact for ratingcausing hate,jobs,859253263,1,283,0,0,AK,2021-01-06
38571,1346806887614971906,is that the sound of the toilet flushing in dc this am with the seditioncaucus trump and nut jobs circling the bowl bye bye,jobs,1112341675,72,11397,0,0,,2021-01-06
39601,1346805349194481665,listen to at least a bit of the trump tapes if you need to be reminded that we are still under attack still need to be vigilant in standing for what we believe in georgia turn out and show them who we are jobs not done,jobs,4909594938,82,13513,0,47,WA,2021-01-06
39695,1346805193590116354,good bye trump good bye america first hello china joe the rest of the world is just as improtant as us good bye american jobs time to make the chinese economy great again good by 2 a gallon gas hello 5 a gallon gas,jobs,1340009903226843137,19,2911,1,0,,2021-01-06
39696,1346805193267036160,seriously and watch tomorrow the new york times will still find a random trumpistani in bumfuckopolis ohio to talk about how them mexicans and blacks took all the steel jobs to china and brought back a virus,jobs,29370311,538,15988,0,6,,2021-01-06
39767,1346805092956176384,this is not the gotcha you think it is grandma is people losing their jobs a trait of facism because if it is trump is a major facist because of not getting proper lockdowns so that you guys would be able to work now on top of actual facistic traits the gop carries,jobs,845755282806444032,91,6287,6,0,,2021-01-06
39774,1346805084034891777,we know the trump men dont like women just boob jobs,jobs,84378827,2,2648,0,0,,2021-01-06
39777,1346805083405770752,do these trump supporters not have jobs to be at his morning lmao no mask wearing headass i wouldnt be surprised if dc spikes up on corona out here,jobs,418307396,158,36600,0,1,DC,2021-01-06
39791,1346805053710082049,trump was not uncoverg fraud he was committed it he said i only need and give me a break theres no other way to look at this truthfully and coming from a lying potus he cant tell the truth if his or our lives depended on it his lying gave ppl jobs as fact checkers,jobs,23069366,513,18585,1,0,USA,2021-01-06
40152,1346804437914963970,most are already working two to three jobs already you spoiled shithead trump lost and blm,jobs,67038182,1,24,1,0,,2021-01-06
40236,1346804298370453505,net jobs created by president trump 4 million obama 122m gw bush 57m clinton 187m bush sr 26m after 16 years for each party democrats 309 million republicans 43 million but please tell me more about how gop policies help create jobs,jobs,36365693,258,5236,0,31398,WI,2021-01-06
40262,1346804244473651200,its funny how many trump supporters can show up to rally cause they dont have jobs right now because of the actions him and his staff have taken,jobs,1914989856,352,9849,1,0,USA,2021-01-06
40358,1346804122574532609,the arrests in dc are going to result in a lot of trumpers spending time in jail losing property and once they make it home losing jobs not to mention those who will sicken and die of covid19 theyre punishing themselves stay home and leave them to it,jobs,17659534,3622,40826,0,487,,2021-01-06
40461,1346803988981805056,actual covid plan joe bidens plan is the exact same as trumps besides the possible mask mandate and new lockdowns which would cripple our freedoms bidencare is the same thing as obamacare therefore its not gonna solve anything green jobs is a talking point hes gonna kill jobs,jobs,1311070323803029504,5,9,2,0,,2021-01-06
40698,1346803681098915840,trumprally 6 trump supporters have already been arrested stay home today and steer clear of these nut jobs let them fight the police that they supposedly support,jobs,754050177598566400,272,4402,0,0,,2021-01-06
40742,1346803585804365825,i must be a hard nut to crack mitt romney gained his wealth leveraging healthy companies and throwing the employees out of their jobs he said he supports trump in this clip hundreds of thousands of americans are dead because trump wasnt removed from office i cant,jobs,33189500,2215,264570,1,0,TX,2021-01-06
40905,1346803321147940864,what will democrats do with their power hopefully they will send out 2000 checks asap pass john lewis voting rights bill pass era amend standards for prez so a trump can never happen jobs affordable housing expand social security raise min wage pass out vitamin d,jobs,1316335274,1191,47509,0,1,,2021-01-06
40969,1346803227325419521,trump is the first president in 90 years since herbert hoover to have a net loss in jobs during his term 4 million jobs lost an exploding deficit a failed trade war a bungled pandemic response and the destruction of our economy a historically bad one term failed presidency,jobs,140520440,13,450,0,9,CA,2021-01-06
41044,1346803097373433862,if reelected trump may have continued banning the entry of almost all immigrants amp h1bl1h2b visa holders for all 4 years he just extended the ban despite a low unemployment rate of 23 in computer occupations in nov 2020,jobs,2847462376,6,941,0,38,,2021-01-06
41215,1346802840078049280,this is why i laugh at those politicians putting their jobs on the line for trump thinking they will win favor with his base as we continue seeing trump base aint loyal to anyone but trump,jobs,1000009794,78,26389,0,28,MN,2021-01-06
41247,1346802789939294208,both trump and mcconnell would get to keep their if they had just paid us all yall greedy bitches lost your jobs,jobs,1195156098963189760,566,10713,1,0,,2021-01-06
41283,1346802732099747840,but yes in spite of donald trump doctors and scientists were able to do their jobs,jobs,258558073,123,2663,1,0,,2021-01-06
41606,1346802276418072576,thanks for ruining the republican partys reputation instead of doing your jobs you waged war after trump lost the election and forgot about the people that you represent our reputation is ruined,jobs,1122869165243629568,1,23,0,0,CA,2021-01-06
41802,1346801939531657216,there was no reason to force americans to buy oil from saudi arabia at a cost of 20million jobs when we had just as much oil in texas trump brought oil production back to america its why gas costs 200 per gallon instead of deep state 450 it would much higher by now ,jobs,1345085325773836288,0,18,0,0,,2021-01-06
42005,1346801629287374848,thats what you people said about obama who increased the market by a greater margin than trump reduced unemployment more created more jobs reduced illegal border crossings more and cut the deficit in half all you have is fear mongering,jobs,1337878942557085696,1,215,14,0,,2021-01-06
42477,1346800912484986882,what a bizarre world you live in most movie music stars are libs so they like politicians with liberal policies cons like trump cos he has conservative policies trump makes a big deal about protecting us jobs v biden wants better healthcare min wage etc its just politics,jobs,21201286,393,9206,0,0,,2021-01-06
43024,1346799944481574912,350000 dead 21 million infections 25 of global covid cases 314 drop in gdp 40 million jobs lost 8 trillion in added debt yeah trump has done a tremendous job,jobs,1236624656100143104,186,14019,0,0,IN,2021-01-06
43114,1346799815556939781,the fix will start when is kicked to the curb on january 20th but trump amp his seditious treasonist supporters like need to be charged amp removed from their government jobs,jobs,49157283,11571,304796,0,1,CA,2021-01-06
43120,1346799809508876288,the gop needs realize they made a pact with the devil who will destroy them trump supporters deserve nothing but to be cast from society rejected from jobs welfare and pushed out to dwell in lonely desolation enemies of humanity,jobs,2763859435,2529,208111,3,0,,2021-01-06
43125,1346799806643986434,trumptownhall as our president says fake news no booming jobs no economic turn around no jobs no end to pandemic worse condition i have ever seen america in some good hes done but for who russians amp n koreans lies all lies,jobs,112804545,7,386,0,0,,2021-01-06
43279,1346799550988648448,out china predicted they would create 350 million new jobs in renewable energy trump was an embarrassment on the foreign stage he wasnt respected by other leaders amp damaged relationships his so called trade war with china hurt us cost us billions we ended up buying out 3,jobs,771577392594718720,5178,23094,0,0,USA,2021-01-06
43578,1346799107218808834,my suggested motto for a real infrastructure week infrastructureyoucantouch trump failed over and over on infrastructure and some prior infrastructure was just lets spend some money lets build roads bridges schools mass transit real infrastructure real jobs,jobs,2234544722,101,20963,1,0,,2021-01-06
43603,1346799078399741954,today the police will learn that the gop and trumpism get people hurt and killed by inciting domestic terrorism and therefore making their police jobs more dangerous,jobs,70434599,566,39467,6,1,USA,2021-01-06
43946,1346798531999379456,the announcement about the announcement about the table step aside and let the experts do their jobs trump lite,jobs,2889461327,597,3920,22,0,,2021-01-06
44121,1346798243699683331,while republicans sleep a rising tide of authoritarianism sweeps over capitals in turkey and the philippines in hungary and poland in far right parties in germany france and austria and president trump cozies up to putin and shuns our nato allies wake up do your jobs,jobs,33067914,11,5685,0,17766,,2021-01-06
44179,1346798160853803009,youre right and i am i stand with the american people and their ability to keep the jobs trump brought back to them and not traitor joe the job seller isnt that how he became wealthy yes no matter how your news is blacked out the truth will come out,jobs,860714910673764353,105,1789,0,0,USA,2021-01-06
44257,1346785995648188417,trump continues to cause damage to our environment on his way out the door protect one of the last wildernesses untouched by development the arcticrefuge from harmful testing in name of dirty fuel exploration take action for polar bears today,testing,4767567690,127,18931,0,27,,2021-01-06
44888,1346783312833093632,its hospitalisation rates that really count though isnt it you could do a trump and stop testing completely go into total denial but the wards would still fill up weve gone past wave 1 as of today and operations etc are being cancelled due to lack of beds,testing,1451673259,1045,9470,0,0,,2021-01-06
45356,1346781294785654785,texas representative to quarantine after testing positive for coronavirus trumpvirus,testing,15683363,796,78197,0,0,,2021-01-06
45393,1346781136345845760,the gop has become a party of fascists it keeps testing the waters and now were seeing it play out for real trump blew the lid off of it,testing,372959550,1274,26099,0,8,,2021-01-06
45881,1346779029496623105,hes not a scientist has zero scientific knowledge but is an mp sowing doubt with no evidence about the testing of tbe vaccine straight out of trumps playbook wreckless irresponsible and has no place in labour politics its playing politics with peoples lives disgraceful,testing,19976643,345,5919,1,0,,2021-01-06
47243,1346773227054518272,they needed to tank the entire west trumps usa was a must how can they build back better if there is no need to build back the response to this overblown testing and media driven bug is the cause of our problems the health threat from the virus pale in comparison,testing,1180250059,133,1459,1,0,USA,2021-01-06
47246,1346773216740716544,new virus circulating undetectable been in britain for past 2 months theyve been researching it for a long time teamwork allies uk pelosi mcconnell congress trump biden covidvariant variant testing diagnostics rapidtests rapidtesting fda urgent,testing,235133788,3148,100446,0,8,NY,2021-01-06
47617,1346771470677135360,trumps covid disaster why 1 didnt send anyone to china to investigate trusted xi 2 testing test delayed by gt6 weeks testing still catastrophic 3 masks trump said that he wouldnt wear a mask no leadership denial reactive not proactive downplayed amp lied,testing,1123202304172273664,221,8554,0,0,,2021-01-06
49723,1346763025194364933,if trump had just tried to slow covid with masks and testing he would have won this incompetence is how he bankrupted 5 casinos and a dozen other businesses,testing,1184741629854388224,98,2593,5,0,,2021-01-06
50074,1346969517960949760,unemployment us skyrocketing because of his lack of leadership on covid unemployment had been trending down steadily since 2009 there was no trump policy that caused it,unemployment,742529754981486593,262,29182,0,0,,2021-01-06
50080,1346807258072530946,lol the unemployment rate increased rapidly under your crybaby president trump,unemployment,952170700638339074,680,25947,0,0,,2021-01-06
50132,1346806293030383616,stop with the trump cost the gop the senate trump won 74 million votes in november despite a deadly pandemic and raging unemployment credit to the general who turned georgia blueish,unemployment,38627937,55,2123,0,0,,2021-01-06
50177,1346805408934088707,whose policies is trump helping now black unemployment double digits hospital beds full all over country many people not homeless only because they cant be evicted who was helped,unemployment,41691587,364,26262,0,0,NC,2021-01-06
50184,1346805245142331397,yes trump is the biggest presidential failure ever covid19 out of control 4000 deaths daily mass unemployment and president trump is continuing with conspiracy theories with out evidence and doing nothing to get a handle on this virus he blames every one else for his failures,unemployment,1338989015601647626,3,322,0,0,,2021-01-06
50201,1346804920478019586,according to bidens own campaign promises on day 1 he will undo what trump did so by his own standards 100 days should be enough to undo anything he didnt like unemployment took 3 months to reach this level so reasonably 18 months wboth cambers could see it halved but,unemployment,439606878,514,23171,0,0,NC,2021-01-06
50230,1346804354817421313,tell me how youre doing today all sickness unemployment and any other trump induced misery aside gifs only,unemployment,1185376511127412737,1068,17747,0,0,,2021-01-06
50240,1346804248051257346,then youll love a biden economy remember obama lowest unemployment in years prior to trump our gdp was the highest its been in recent history you really think trump is your savior think again hes been stealing from you for four years and youve been letting him,unemployment,848734629523673088,198,6178,2,0,WA,2021-01-06
50290,1346803418929704961,yes sir so whats the expectation what unemployment level is acceptable if 3 under trump wasnt good enough where do liberal voters hold biden accountable at if 50k in student debt isnt forgiven what happens what if the 27 billionaires that backed biden get tax loopholes,unemployment,439606878,514,23171,0,0,NC,2021-01-06
50318,1346802991823785987,the trump train is rounding its final destination it will be arriving at the unemployment line before finally ending its route at ny state prison please keep your hats inside the vehicle and heads up each others ass while exiting single file,unemployment,1325244089462296576,994,744,0,0,FL,2021-01-06
50336,1346802678987280384,yeah we could have hundreds of thousands of preventable deaths massive unemployment and rioting in the streets oh wait we have that under trump right now,unemployment,810683582498897920,7,3313,17,0,,2021-01-06
50339,1346802545319145472,i think its pretty difficult to look at this chart and say that trump was responsible for increasing black employment rates,unemployment,725966129785626624,306,9011,0,0,,2021-01-06
50342,1346802497252438016,this is a ca issue not created by trump other states are already dishing out their unemployment with the stimulus added contact and put blame where blame us due,unemployment,1342963277073182720,4,32,5,0,TN,2021-01-06
50426,1346800688580481025,show your figures or shut the hell up trump has increased the deficit and the dow jones rose more under obama obama also cut unemployment in half over his tenure,unemployment,9786032,7960,88666,1,0,,2021-01-06
50435,1346800616710885378,who presided over the worst unemployment rate in america worst economy who killed 350k americans donald trump,unemployment,42751425,493,37033,2,0,AZ,2021-01-06
50469,1346799888567214081,donald trump caused a delay in vaccine distribution because he denied accepting vaccines from pfizer he caused millions of americans needed assistance in unemployment benefits and allowed us to live on 600 for 10 months in a pandemic success,unemployment,2720435689,201,4459,0,0,,2021-01-06
50512,1346798904990461958,because trump is the true rino here he is a conspiracy theorist that prefers authoritarianism gop is why expanded unemployment benefits ended in july dems were ready to extend in may and june,unemployment,64737287,99,7194,0,0,,2021-01-06
50532,1346798646919102464,youre good with 330k dead and inaction on the pandemic 67 unemployment due to inaction on unemployment trillion dollar deficit trying to overturn an election you realize trump and biden arent far apart in age so our choices were literally 2 old a white men,unemployment,225985524,15756,61045,0,0,NC,2021-01-06
50548,1346798272443080705,trump lost bama no go stand in the unemployment line geek,unemployment,843932604,18,179,0,0,,2021-01-06
50557,1346798063470436353,trump didnt do anything with the vaccine and not sure if youve noticed there is still record unemployment,unemployment,78509284,167,15692,0,0,,2021-01-06
50567,1346797752555077632,dont worry on january 20th trump will join then on the unemployment line as well,unemployment,27037459,121,11798,0,0,USA,2021-01-06
50577,1346797586586476544,thank you donny for your help trumps 4 years of criminality then his desperation to become king cinched his defeat and all who drank his koolaid dems should warn all magats 2022 and 2024 we will put the rest of their racist behinds on the unemployment line,unemployment,827068694530387969,440,122183,0,0,,2021-01-06
50645,1346796038770704385,time for your unemployment hope you stop lying for the sake of your child trumpisalaughingstock and so are you,unemployment,820352939051118593,46,639,0,0,,2021-01-06
50660,1346795703532736514,you mean the long long unemployment line created by trump youll have lots of company with all the people trump put out of work,unemployment,871420143104086016,15,165,0,0,,2021-01-06
50770,1346793546012123136,will we find trump at walmart or burger king unemployment your threats are oh so scary given that your side keeps losing elections amp lawsuits bigly eric trump got it right maga is going nowhere keep yelling though so tough lol,unemployment,207588299,708,104158,0,4,,2021-01-06
50887,1346791214977331200,so now that the gop and dems ousted trump we can finally get back to the status quo financing everyone but us citizens corporations being enthroned politicians are for sale again warconflicts higher unemployment sold to you and me by the media what a relief,unemployment,2183237903,274,9841,1,0,USA,2021-01-06
51023,1346789045419057157,trump inherited the decreasing black unemployment from the obama administration lets not stroke his cock with lies,unemployment,951673444197945344,6530,42509,0,1,FL,2021-01-06
51065,1346788416202002435,fuck eric trump and his family for causing death sickness unemployment in my community georgia maga foxnews oann,unemployment,1346700011598270468,376,3040,0,4,CA,2021-01-06
51105,1346787412178038789,the richest 5 percent of americans received more in trump tax cuts in 2020 145 billion than congress is spending on increased unemployment benefits for millions of americans during the economic crisis 120 billion,unemployment,4889739844,3,184,0,1434,,2021-01-06
51127,1346787059919450112,what part of the economy did you hate lowest unemployment rates in history lowest interest rates low gas prices rising wages deregulation tax cuts answer without saying the word trump,unemployment,24090115,38,1087,0,0,,2021-01-06
51136,1346786825948573700,loeffler amp purdue you do know that trump has an anti following right former republicans want either republicans with a spine or a democrat guess well take the democrats and yall trump and loeffler thats georgia speak will be filing for unemployment,unemployment,3392086272,1,105,0,0,,2021-01-06
51180,1346786109523718144,back to what president trump had the lowest unemployment record in history,unemployment,453368938,1221,25213,1,0,TX,2021-01-06
51299,1346783826798788608,stop representing trump and start representing missourians won in a free and fair election do not ignore the will of the people focus on helping missouri during the pandemicincreased help for unemployment healthcare ampeducation,unemployment,1397647237,3287,20568,0,0,,2021-01-06
51541,1346779607916285952,people are in the unemployment line nowbecause of trump this is trumps america til 12021,unemployment,837482234957467648,2169,4654,0,0,,2021-01-06
51655,1346777726422835203,remind me again what has done to the deficit wheres unemployment how many billions went to bailout farmersa socialist program btw fiscal conservatism has gone out the window under trump,unemployment,1162076328256032768,6,3771,0,0,,2021-01-06
51737,1346776185070608384,time for trump to visit unemployment,unemployment,186779831,12,187,0,0,FL,2021-01-06
51916,1346772613176160256,youre a complete idiot arent you before the china virus the trump administration had the best economy the lowest unemployment in over 50 years was bringing millions of jobs back that obama biden sent away you need to stop believing everything cnn is telling you youre fool,unemployment,890936346050777089,3,499,0,0,OH,2021-01-06
52046,1346769925629743104,let me educate you there alf i love the way you do the whole republicans with the 3 ks ha ha do you understand that the unemployment rate for every minority was the lowest in history under trump that is a weird way of being racist,unemployment,455186882,79,16838,0,0,SC,2021-01-06
52053,1346769830670725120,this is horrible im ashamed to have you as a senator i hope this tactic doesnt get you guys anywhere but on the unemployment line in a few years its shameful the unnecessarily divide trump continues to put our country through,unemployment,1465489741,89,692,6,0,NC,2021-01-06
52054,1346769829055893504,yeah how dare trump make us great we demand obama era failing economy with record black unemployment,unemployment,1131646596184256513,15,763,0,0,,2021-01-06
52082,1346769390222495745,president obama created an average of 27 thousand american jobs each week of his presidency trump lost an average of 15 thousand american jobs each week of his biden will reduce unemployment in his presidency so the republicans can shut up about being job creators in 2024,unemployment,127258729,3299,130268,0,99,WA,2021-01-06
52092,1346769249176576001,1 add 1400 to stimulus checks and increase additional unemployment to 600 2 pass voting rights act 3 police reform 4 repeal trump tax cuts 5 immigration reform 6 infrastructure 7 prosecute trump and all criminal republicans,unemployment,34160726,2694,29363,3,0,,2021-01-06
52164,1346767802301083648,the america left has had a taste of south african style socialism and want more get ready for more unemployment more corruption more segregation more govt interference more govt control stopthesteai2021 trump geogia wednesdaythought,unemployment,1107560962477969408,514,4003,0,0,,2021-01-06
52322,1346764240921780225,obama also came into office amidst the worst recession since the great depression with consumers and businesses having massive debt trump came into office amidst falling unemployment and financially healthy consumers and businesses obama won reelection trump lost reelection,unemployment,2318158573,18,1723,0,0,,2021-01-06
52330,1346764068082823169,trump i cant sign this bill because its not good enough trump waits a week millions lose unemployment benefits congress changes nothing trump im signing this bill,unemployment,843864736647200768,7225,85823,0,234,,2021-01-06
52464,1346761052130693120,shhh kristen this group has a fact allergy they dont want to know that under mcconnelltrump we have had record drops in gdp record unemployment record deficits record redistribution of wealth,unemployment,20615783,184,7766,2,0,,2021-01-06
52485,1346760758579834880,vote trump niqqa we be preachin dis all day homie ayeeeee og shit no cap yo lemme tell u sum bout black unemployment ya heard,unemployment,1294383390502850561,30,492,1,0,,2021-01-06
52621,1346758216349175813,remember when howled in unison about nancy pelosis taste in ice cream amp called her fancynancy the people face thousands of covid deaths per day trump vetoes stimulus amp then goes golfing at his florida resort while pence goes skiing at vail,unemployment,894425176216961028,961,79197,0,1,CA,2021-01-06
52745,1346755728019742725,yet its ironic how president trump had and has more support of and did more for black people as you say with the lowest unemployment in history obama and biden has 8 years and accomplishment nothing why is that,unemployment,738511966310961154,12,5010,0,0,NH,2021-01-06
52806,1346754615572742144,you trumpers better get in line for unemployment cause the game is over,unemployment,1358683796,159,5201,0,0,,2021-01-06
52878,1346753447203393536,thats the point trump isnt one of those lieing smooth talking political people he came to fix the economy because he knows business america was at an all time high economy and very low unemployment when the covid appeared,unemployment,590495982,27,389,0,0,,2021-01-06
52992,1346751768588406784,yea and you are fired in just 14 day thanks to and so best get packing byekayleigh enjoy unemployment trumptapes trumpmeltdown trumpbeggedlikeadog 11780 trumpisalooser trumpisanationaldisgrace bidenharris2020,unemployment,28976013,637,3898,0,0,USA,2021-01-06
53006,1346751570717929472,you will lose in court just as trump did plus you will have one more thing to talk about with trump in the unemployment line,unemployment,1060967901451165697,2675,2370,1,0,,2021-01-06
53074,1346749925841899520,bye byeyou can stop nowhumans with brains will be coming soon120 specifically and you can sink into irrelevance write a book that no one will buy and file for unemployment until trump tv launches at which point you can read scripts again good riddens,unemployment,91344106,10,3817,0,0,,2021-01-06
53078,1346749635931602945,much more important is to pass an unemployment supplement retroactive to the beginning of september when the trumpfema 300week boost expired many have fallen behind on rent and bills because congress couldnt get together and pass a bill its time to let them catch up,unemployment,1036018678435864581,66,6811,1,0,,2021-01-06
53360,1346794512803377152,declared hater of settler colonialism here the oslo accords do not trump the geneva conventions israel is duty bound as the occupying regime to provide the vaccine for those it occupies working with the local authorities see article 56 of the 4th geneva convention,vaccine,1076853402859171841,61,108,0,58,,2021-01-06
53651,1346794353616953345,trump lost the presidency the senate and control of covid and biden beat him with more votes and reversed electoral college losses senate controlled by democrats warnock first black senator of georgia ossoff first jewish senator of georgia vaccine coming hopefortheday,vaccine,839806306127052801,510,23471,0,9,,2021-01-06
53655,1346794351775473666,presidentelect joe biden will call out the trump administration on the pace of vaccine distribution in remarks later today,vaccine,1324037020495171584,1,30,0,123,,2021-01-06
53829,1346794248423747586,you screwed this part up to just go trumpvaccinemia wheresmyjab,vaccine,14954716,72,798,0,0,,2021-01-06
54511,1346793842780069888,unionists generating faux grievance and outrage over a snhs referring to the astrazeneca vaccine as such because scots hate the english when even the uk gov calls it that like you couldnt make it up its positively trumpian,vaccine,3240401608,345,21154,0,2,,2021-01-06
55039,1346793531898212352,bullshit you and your team didnt develop a vaccine everyone knows it the only one that was worth having was dr fauci thank god joe biden has him you have been a terrible vp caving to trumps every demand no spine of your own goodbye amp good riddance,vaccine,265247535,5137,29553,0,0,FL,2021-01-06
55217,1346793393490440193,in 2021 1 we got the covid vaccine 2 clemson lost badly to ohio state after years of trash talk 3 trump will be evicted from the white house 4 i won the bowl challenge against my family 5 warnock and ossoff won georgia 6 hornets have lamelo its getting better fam,vaccine,476448836,273,21252,2,0,NC,2021-01-06
55252,1346793369058430976,gotta trumpet the app because actual vaccine is so far away and great leaders govt must stay in the news at all times,vaccine,145181602,7,204,2,0,,2021-01-06
55420,1346793261784997889,you all keep talking about a bernie sanders chairman position like its a bad thing this is exactly what americans want and need after the trump depression and trump mishandling of the pandemic and vaccine rollout,vaccine,1330598526565240832,18,617,0,0,,2021-01-06
55714,1346793081098522624,trumps administration has let us down sabotoging the vaccine are they trying to kill us,vaccine,1201204449378590720,160,26647,0,0,,2021-01-06
56073,1346792829138432001,trump has done a lot by fighting tooth and booth to make sure the vaccine was discovered lets appreciate him first he is worth being a president unlike those that go about stealing votes,vaccine,1335376843302637568,171,152,1,0,,2021-01-06
56512,1346792516415336448,results from georgias senate runoffs the latest on trumps election efforts whenwhere publix will offer the coronavirus vaccine and more,vaccine,1258051184,304,1724,0,2,,2021-01-06
56559,1346792485637525504,ron desantis is trumplite he is modeling himself after trump not taking any responsibility for covid running rampant in our state or poor vaccine rollout put your support behind someone with more moral character,vaccine,18905974,45,1438,13,0,FL,2021-01-06
56794,1346792334659346432,357000 dead americans trumpvirus the vaccine rollout has been a disaster,vaccine,825136267755155460,354,19022,14,0,USA,2021-01-06
56805,1346792327050895364,i think you need to go vaccine to english classes and learn how to spell trump is the current potus but not for much longer and considering he has shown a complete disregard for anyone except himself nicole sturgeons response is entirely correct and justified,vaccine,302511287,10,11,0,0,,2021-01-06
56910,1346792251104620544,seniors sleeping in cars to get vaccinated restaurants forced to sell frozen entrees americans inquiring moving out of the country ambulance crews told not to transport people with little chance of survival virus growth outpaces vaccinethis is trumps world,vaccine,58998446,1257,5329,0,0,FL,2021-01-06
57110,1346792107961421824,wednesday news trumps false election fraud claims face a dead end in congress with georgia wins dems on verge of a trifecta thank you stacey abrams trumps parting gift gop civil war virginias sluggish vaccine rollout needs explanation,vaccine,18067507,1586,40508,0,4,VA,2021-01-06
57146,1346792080102797312,i have no problem calling out but had months to plan a statewide vaccine rollout and his plans not going much better than trumps nonexistent one you cant grab all of the decisionmaking power write a book on leadership then blame everyone else,vaccine,51800099,283,41727,0,523,,2021-01-06
57670,1346791717870174208,trumps america looking more and more like a banana republic no national vaccine rollout plan and republicans rioting in the streets of the capital,vaccine,326721022,1997,76173,0,2,,2021-01-06
57788,1346791634000818181,the maga creed 1 the pandemic scare is a hoax 2 but trump deserves all credit for any vaccine 3 and a vaccine must be called the trump vaccine 4 and theres no way im taking that goddamned vaccine,vaccine,47102050,2057,47197,0,1007,USA,2021-01-06
57832,1346791601591496704,vaccine rollout simplified trump whhhs ships amp punts off rollout to states states often punt off to counties local countiescities often punt to local hospitals and clinics local hospitalsclinics were already overwhelmed here covid19,vaccine,18210636,2639,218785,0,1850,,2021-01-06
58228,1346791323744030722,another failure by you as a gov with the rollout of the trump vaccinefirst the nursing home disasteramp now the rolloutits amazing how you amp deblasio are so incompetent at everything you doflorida having no issues with the vaccine but ny cant figure it outanother dem shitshow,vaccine,1038162392058875910,35,2393,0,0,NY,2021-01-06
58566,1346791083196391424,trumpvirus infected goppos and there is no vaccine,vaccine,1152733044,1865,27953,1,0,,2021-01-06
58788,1346790937628979200,i am a nurse i know medical personnel refusing the vaccine trump is a massmurderer,vaccine,35361159,301,10594,2,0,OH,2021-01-06
58954,1346929533774159876,i call on president trump to go on national television now to fulfill his oath and defend the constitution by demanding an end to this siege,president,939091,23874901,7110,1070310,107895,DE,2021-01-06
58955,1346960922615685121,the man directly responsible for the chaos of today is donald trump who has made it clear that he will do anything to remain in power including insurrection and inciting violence trump will go down in history as the worst and most dangerous president in history,president,216776631,14386977,19352,582501,114421,VT,2021-01-06
58957,1346969798039777280,phone is blowing up with republicanpro trump friends amp contacts all saying essentially the same thing they are shocked amp incredibly embarrassed by what happened at the capitol today and they no longer support the president trump voters has today changed anything for you,president,1044727375982923777,3501,14288,0,1026,,2021-01-06
58959,1346969797959946241,vermont governor phil scott a republican president trump should resign or be removed from office by his cabinet or by the congress,president,2148975431,82,876,0,420,NY,2021-01-06
